Visitor #,Timestamp,Visitor Id,Repeat Visitor,NumbeOfVisit,Visitor Name(Premium),Referrer,Keywords,Entrance Page,Visit Duration(seconds)(Premium),Visit Depth(Premium),Conversions(Premium),Click Path(Premium),IP,Organization,Country,Region,City,Postal Code,Screen Size,Browser,OS,User Agent
174,Sep 5 2020 12:36:21 PM,X1MHtRJ4tL2jEW4cJi7DKAAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,61,3,,https://www.helldog-s.com/model-and-actor (33 seconds) > https://www.helldog-s.com/seminude (25 seconds) > https://www.helldog-s.com/model-and-actor (3 seconds),39.7.59.199,Korea Telecom,South Korea,Seoul,Seoul,2878,414x736,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone9,4; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=2.61; 1080x1920; 241452311)"
173,Sep 5 2020 12:18:25 PM,X1MDgE8cQ8cgf75s14vfwAAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/dog,9,1,,https://www.helldog-s.com/dog (9 seconds),211.36.148.34,LG Uplus,South Korea,Seoul,Gangnam-gu,6333,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,6; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1242x2688; 241452311)"
172,Sep 5 2020 12:16:56 PM,X1MDKPAUmmaoAt8nxauZvgAAAAI,no,1,,https://manage.searchad.naver.com/customers/863788/adgroups/grp-a001-01-000000000186523,,https://www.helldog-s.com/dog,30,3,,https://www.helldog-s.com/dog (13 seconds) > https://www.helldog-s.com/uniform (9 seconds) > https://www.helldog-s.com/artwork-dark (8 seconds),175.193.213.29,Korea Telecom,South Korea,Seoul,Mapo-gu,4082,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
171,Sep 5 2020 11:36:18 AM,X1L5od5BCZJ1Xr@tuTHNsQAAAAI,no,1,,https://search.naver.com/search.naver?sm=top_hty&fbm=1&ie=utf8&query=강아지프로필,강아지프로필,https://www.helldog-s.com/dog,8,1,,https://www.helldog-s.com/dog (8 seconds),125.133.242.61,Korea Telecom,South Korea,Incheon,Incheon,21539,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
170,Sep 5 2020 11:22:55 AM,X1L2fjhmzq8hnLmqKVJasQAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com,1,1,,https://www.helldog-s.com (1 seconds),2001:4430:40d0:6b3d:ec38:b102:a761:ad46,LG Uplus,South Korea,Seoul,Gwanak-gu,8841,360x879,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-F700N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
169,Sep 5 2020 10:40:40 AM,X1Lsl6EU0mcuoKPpeE24mwAAAAA,no,1,,https://m.cafe.naver.com/ca-fe/web/cafes/14001943/articles/1213685?fromList=true&menuId=433,,https://www.helldog-s.com/seminude,9,1,,https://www.helldog-s.com/seminude (9 seconds),175.118.55.84,SK Broadband,South Korea,Gyeonggi-do,Hwaseong-si,18524,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
168,Sep 5 2020 10:39:54 AM,X1LsabtipR8GBo6iAQPbmwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,8,1,,https://www.helldog-s.com/model-and-actor (8 seconds),2001:2d8:e12c:4ab4:b1db:d500:8ffa:8589,SK Telecom,South Korea,Seoul,Geumcheon-gu,8620,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
167,Sep 5 2020 10:05:35 AM,X1LkX7Vv9XY4bLP3yEa2OwAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/body,27,1,,https://www.helldog-s.com/body (27 seconds),58.124.79.69,SK Broadband,South Korea,Gyeonggi-do,Suwon,16258,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-N950N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
166,Sep 5 2020 07:44:53 AM,X1LDZEyIziiOdg2DaJt6VgAAAAQ,no,1,,https://l.instagram.com,,https://www.helldog-s.com/body,49,2,,https://www.helldog-s.com/body (30 seconds) > https://www.helldog-s.com/seminude (19 seconds),113.199.58.132,ABN,South Korea,Gyeonggi-do,Seongnam-si,13332,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SM-G950N Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 157.0.0.37.120 Android (28/9; 480dpi; 1080x2076; samsung; SM-G950N; dreamlteks; samsun"
165,Sep 5 2020 03:49:58 AM,X1KMVt3ADa41U0enJmt1oAAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/body,27,3,,https://www.helldog-s.com/body (6 seconds) > https://www.helldog-s.com/seminude (9 seconds) > https://www.helldog-s.com/body (13 seconds),110.70.47.48,Korea Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,4; iOS 13_6_1; ko-Kore_KR; ko; scale=2.00; 750x1334; 241452311)"
164,Sep 5 2020 01:30:37 AM,X1JrrCKXfgqyZAEdaDWB4QAAAAI,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=반려동물사진관&referenceId=U15qksprv2NssO7LLklssssst4R-093180,반려동물사진관,https://www.helldog-s.com/dog,55,4,,https://www.helldog-s.com/dog (2 seconds) > https://www.helldog-s.com/cat (20 seconds) > https://www.helldog-s.com/animalcompany (9 seconds) > https://www.helldog-s.com/withyou (25 seconds),218.39.212.222,SK Broadband,South Korea,Gyeonggi-do,Gyeonggi-do,10133,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G955N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
163,Sep 5 2020 01:25:36 AM,X1JqgDXXi0GdYCuHpaI-3gAAAAA,no,1,,https://search.naver.com/search.naver?sm=top_hty&fbm=1&ie=utf8&query=아동화보,아동화보,https://www.helldog-s.com/kids,42,1,,https://www.helldog-s.com/kids (42 seconds),61.84.127.221,Korea Telecom,South Korea,Seoul,Gangnam-gu,6333,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
162,Sep 5 2020 01:00:04 AM,X1Jkg1NvjWj2HHdJvhSHkAAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,33,1,,https://www.helldog-s.com (33 seconds),61.85.83.231,Korea Telecom,South Korea,Sejong-si,Sejong,30018,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148;ref:nate_app;ndruk:Optional(""2016123115053209598D"");appver:5.5.0;GadID:333B1522-D516-4692-918C-AE4DA15736A4;"
161,Sep 5 2020 12:41:09 AM,X1JgFC@rZaJzJZDdO1o@jQAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,79,3,,https://www.helldog-s.com (33 seconds) > https://www.helldog-s.com/ceo (13 seconds) > https://www.helldog-s.com (33 seconds),14.138.198.91,KangNam CableTV,South Korea,Seoul,Gangnam-gu,6333,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N976N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
160,Sep 5 2020 12:38:00 AM,X1JfV9ZlTFouOHGJrL@IcAAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,8,1,,https://www.helldog-s.com/model-and-actor (8 seconds),175.223.22.222,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,6; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
159,Sep 5 2020 12:07:28 AM,X03Ltbp7M3fnVT9s731FgAAAAAA,yes,2,,session_resume::www.helldog-s.com,,https://www.helldog-s.com/uniform,2,1,,https://www.helldog-s.com/uniform (2 seconds),121.141.196.000,Korea Telecom,South Korea,Seoul,Yangcheon-gu,8070,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N976N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
158,Sep 4 2020 11:08:42 PM,X1JKahsIBqMIZygP3Q7@yQAAAAU,no,1,,Direct Access,,https://www.helldog-s.com/dog,33,1,,https://www.helldog-s.com/dog (33 seconds),117.111.5.248,LG Uplus,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 154.0.0.25.120 (iPhone11,8; iOS 13_5_1; ko-Kore_KR; ko; scale=2.00; 828x1792; 237443006)"
157,Sep 4 2020 09:47:32 PM,X1I3YzpMRoFs-i6KsGxZ5QAAAAE,no,1,,session_resume::www.helldog-s.com,,https://www.helldog-s.com/lookbook,13,1,,https://www.helldog-s.com/lookbook (13 seconds),175.120.195.146,SK Broadband,South Korea,Gyeongsangbuk-do,,37340,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.8.2"
156,Sep 4 2020 09:36:05 PM,X1I0tJnKyOsZxxhOpfXOCAAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/body,51,1,,https://www.helldog-s.com/body (51 seconds),180.228.199.171,Lg Powercomm,South Korea,Chungcheongnam-do,Asan,31513,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,6; iOS 13_6_1; ko-Kore_KR; ko; scale=3.00; 1125x2436; 241452311)"
155,Sep 4 2020 09:10:19 PM,X1Iuqn98HqHX@MWQHDSGQwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/body,8,1,,https://www.helldog-s.com/body (8 seconds),58.236.11.19,SK Broadband,South Korea,Incheon,Incheon,21539,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
154,Sep 4 2020 09:07:34 PM,X1IuBVhr5yz2KIPJ9jFc-AAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/body,25,1,,https://www.helldog-s.com/body (25 seconds),220.72.241.242,Korea Telecom,South Korea,Seoul,Seodaemun-gu,3660,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,8; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=2.00; 750x1334; 241452311)"
153,Sep 4 2020 08:30:08 PM,X1ETln98Nz1Fg2W-TnRaUAAAAAI,yes,3,,Direct Access,,https://www.helldog-s.com/body,2,1,,https://www.helldog-s.com/body (2 seconds),223.62.203.109,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
152,Sep 4 2020 06:35:57 PM,X1IKfMJq37xiCJKlgQ-1IwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/body,8,1,,https://www.helldog-s.com/body (8 seconds),175.213.151.157,Korea Telecom,South Korea,Daejeon,Daejeon,34943,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
151,Sep 4 2020 05:51:42 PM,X1ETln98Nz1Fg2W-TnRaUAAAAAI,yes,2,,Direct Access,,https://www.helldog-s.com/person,75,6,,https://www.helldog-s.com/person (14 seconds) > https://www.helldog-s.com/seminude (5 seconds) > https://www.helldog-s.com/body (13 seconds) > https://www.helldog-s.com/bj (13 seconds) > https://www.helldog-s.com/model-and-actor (19 seconds) > https://www.helldog-s.com/body (13 seconds),223.62.203.109,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
150,Sep 4 2020 05:46:48 PM,X1H@@ME-VGnGOa7m7DkqFgAAAAU,no,1,,Direct Access,,https://www.helldog-s.com,30,4,,https://www.helldog-s.com (9 seconds) > https://www.helldog-s.com/grapher (6 seconds) > https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/dog (2 seconds),219.251.179.38,SK Broadband,South Korea,Jeollanam-do,Suncheon-si,57922,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.7.4"
149,Sep 4 2020 05:35:58 PM,X0@OVe08ZayzqcTVqaQccwAAAAM,yes,2,,Direct Access,,https://www.helldog-s.com,6,1,,https://www.helldog-s.com (6 seconds),223.62.202.64,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,6; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
148,Sep 4 2020 05:07:16 PM,X1H1syq96fp3IetXe0HjPQAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/grapher,8,1,,https://www.helldog-s.com/grapher (8 seconds),175.213.151.157,Korea Telecom,South Korea,Daejeon,Daejeon,34943,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_3_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
147,Sep 4 2020 03:52:06 PM,X1HkFUTOvnQbnu4tQ5NOtgAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,67,3,,https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com (13 seconds) > https://www.helldog-s.com/person (50 seconds),2001:2d8:e87d:7a31:21da:4850:30b9:aca1,SK Telecom,South Korea,Seoul,Dongdaemun-gu,2543,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.1"
146,Sep 4 2020 03:47:26 PM,X1Hi-QFPcVw93ULuiquwFwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/person,5,1,,https://www.helldog-s.com/person (5 seconds),125.129.240.182,Korea Telecom,South Korea,Seoul,Mapo-gu,4082,1920x1200,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
145,Sep 4 2020 03:46:37 PM,X1HizNpnJww5PEawoc7QpwAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,8,2,,https://www.helldog-s.com (2 seconds) > https://www.helldog-s.com (6 seconds),223.62.222.167,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
144,Sep 4 2020 03:46:11 PM,X1His4OsmzLOCkbSqccJ5gAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com,13,1,,https://www.helldog-s.com (13 seconds),211.36.138.187,LG Uplus,South Korea,Seoul,Seongbuk-gu,2854,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
143,Sep 4 2020 03:36:57 PM,X1HgiEv5EMaumGQIytdDWAAAAAM,no,1,,session_resume::www.helldog-s.com/dog,,https://www.helldog-s.com/dog,23,2,,https://www.helldog-s.com/dog (5 seconds) > https://www.helldog-s.com/contact (18 seconds),110.12.188.183,SK Broadband,South Korea,Seoul,Seoul,2878,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SM-G965N Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 157.0.0.37.120 Android (28/9; 420dpi; 1080x2094; samsung; SM-G965N; star2lteks; samsun"
142,Sep 4 2020 02:45:21 PM,X1HUcalmUDV0fJD75BOWfQAAAAM,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=헬독&oquery=(주)와이피&tqi=U1cRelp0JywsseAp56sssssstY8-051586,헬독,https://www.helldog-s.com,"1,168",8,,https://www.helldog-s.com (51 seconds) > https://www.helldog-s.com (3 seconds) > https://www.helldog-s.com/video-fashion (72 seconds) > https://www.helldog-s.com/about-studio (18 seconds) > https://www.helldog-s.com (13 seconds) > https://www.helldog-s.com/video-sketch (41 seconds) > https://www.helldog-s.com/video-entertainment (114 seconds) > https://www.helldog-s.com/video-club (857 seconds),121.167.145.117,Korea Telecom,South Korea,Seoul,Songpa-dong,5670,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
141,Sep 4 2020 02:44:34 PM,X1HUQn2cE50htq-fbjdvogAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,94,3,,https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/seminude (19 seconds) > https://www.helldog-s.com/body (62 seconds),118.41.212.227,Korea Telecom,South Korea,Gyeongsangbuk-do,Gumi,39138,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
140,Sep 4 2020 01:48:44 PM,X1HHKz93OSiPkGPflSfQVQAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/seminude,56,3,,https://www.helldog-s.com/seminude (19 seconds) > https://www.helldog-s.com/body (5 seconds) > https://www.helldog-s.com/seminude (32 seconds),211.192.11.237,Korea Telecom,South Korea,Seoul,Seoul,2878,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N971N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36;KAKAOTALK 2109000"
139,Sep 4 2020 01:38:59 PM,X1HE4liodgyNgsFuui@tmwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/dog,114,1,,https://www.helldog-s.com/dog (114 seconds),221.150.128.64,Korea Telecom,South Korea,Gangwon-do,Chuncheon,24329,1829x1029,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
138,Sep 4 2020 12:46:02 PM,X1G4eTFmxxUNgmBFtJio7QAAAAQ,no,1,,https://search.naver.com/search.naver?sm=tab_sug.top&where=nexearch&query=여자+바디프로필+스튜디오&oquery=여자+바디프로필&tqi=U1b3TlprvN8ssimFNcGssssssko-097086&acq=여자+바디프로필&acr=8&qdt=0,여자 바디프로필 스튜디오,https://www.helldog-s.com/body,40,3,,https://www.helldog-s.com/body (25 seconds) > https://www.helldog-s.com/body (3 seconds) > https://www.helldog-s.com/seminude (13 seconds),61.32.218.122,LG DACOM Corporation,South Korea,Seoul,Seoul,2878,1366x768,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
137,Sep 4 2020 12:39:33 PM,X1G29dNCi2YsrVixOR5nEwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/after-finish,6,1,,https://www.helldog-s.com/after-finish (6 seconds),223.62.163.206,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
136,Sep 4 2020 10:36:10 AM,X1BksyvK-vpe58M@w2s77wAAAAI,no,2,,Direct Access,,https://www.helldog-s.com/contact,107,4,,https://www.helldog-s.com/contact (3 seconds) > https://www.helldog-s.com/for-english (42 seconds) > https://www.helldog-s.com/music (2 seconds) > https://www.helldog-s.com/apply-event (61 seconds),180.83.84.174,Lg Powercomm,South Korea,Gyeonggi-do,Namyangju,12232,1536x864,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
135,Sep 4 2020 10:18:23 AM,X1GV3jzP2LcSXPuUq5qoIwAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/product,157,4,,https://www.helldog-s.com/product (34 seconds) > https://www.helldog-s.com/model-and-actor (19 seconds) > https://www.helldog-s.com (86 seconds) > https://www.helldog-s.com/lookbook (18 seconds),210.179.25.100,Korea Telecom,South Korea,Gyeonggi-do,Seongnam-si,13332,1939x1091,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
134,Sep 4 2020 09:55:47 AM,X1GQkhxvv8bobWskueXshgAAAAI,no,1,,https://ad.search.naver.com/search.naver?where=ad&query=여성바디프로필스튜디오&referenceId=U1bn0dprvTVssml972KssssstTh-126519,여성바디프로필스튜디오,https://www.helldog-s.com/body,289,8,,https://www.helldog-s.com/body (26 seconds) > https://www.helldog-s.com/4050 (99 seconds) > https://www.helldog-s.com/person (5 seconds) > https://www.helldog-s.com/body (62 seconds) > https://www.helldog-s.com/group (33 seconds) > https://www.helldog-s.com/person (42 seconds) > https://www.helldog-s.com/couple (6 seconds) > https://www.helldog-s.com/bj (18 seconds),49.174.235.250,Lg Powercomm,South Korea,Seoul,Gangseo-gu,7618,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
133,Sep 4 2020 07:07:17 AM,X1FpFG6AjvjYddehzMWEbQAAAAE,no,1,,https://m.blog.naver.com/PostView.nhn?blogId=yunjh90&logNo=221467870253&proxyReferer=https://m.search.naver.com/search.naver?sm=mtb_hty.top&where=m&oquery=%EB%B0%94%EB%94%94%ED%94%84%EB%A1%9C%ED%95%84+%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4&tqi=U1aojlprvAdss6MOsmNssssstdw-221422&query=%EB%B0%94%EB%94%94%ED%94%84%EB%A1%9C%ED%95%84+%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4+%E,바디프로필 스튜디오 %E,https://www.helldog-s.com/body,5,1,,https://www.helldog-s.com/body (5 seconds),58.234.56.216,SK Broadband,South Korea,Gyeonggi-do,Uijeongbu-si,11691,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N976N/KSU1CTG3) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
132,Sep 4 2020 06:59:55 AM,X1FnWlD@Sw6QdjsuiJ5u2AAAAAU,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,222,4,,https://www.helldog-s.com/model-and-actor (73 seconds) > https://www.helldog-s.com/about-studio (100 seconds) > https://www.helldog-s.com/street (8 seconds) > https://www.helldog-s.com/fashionshow (42 seconds),211.36.134.226,LG Uplus,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,4; iOS 13_6_1; ko-Kore_KR; ko; scale=2.00; 750x1334; 241452311)"
131,Sep 4 2020 05:53:05 AM,X1FXsKhnhClTUQf00UX7zwAAAAM,no,1,,https://www.linkedin.com,,https://www.helldog-s.com,174,5,,https://www.helldog-s.com (13 seconds) > https://www.helldog-s.com/grapher (25 seconds) > https://www.helldog-s.com/dog (33 seconds) > https://www.helldog-s.com/contact (19 seconds) > https://www.helldog-s.com/lesson-photo (85 seconds),1.236.170.135,SK Broadband,South Korea,Gyeonggi-do,Goyang-si,10461,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]"
130,Sep 4 2020 01:02:30 AM,X1ETln98Nz1Fg2W-TnRaUAAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,227,12,,https://www.helldog-s.com (10 seconds) > https://www.helldog-s.com/person (64 seconds) > https://www.helldog-s.com/body (8 seconds) > https://www.helldog-s.com (9 seconds) > https://www.helldog-s.com/model-and-actor (18 seconds) > https://www.helldog-s.com/person (1 seconds) > https://www.helldog-s.com/model-and-actor (21 seconds) > https://www.helldog-s.com/body (5 seconds) > https://www.helldog-s.com/seminude (9 seconds) > https://www.helldog-s.com/person (39 seconds) > https://www.helldog-s.com/body (5 seconds) > https://www.helldog-s.com/seminude (41 seconds),223.38.21.120,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
